bibnum|title|author|year|periodical|parent_title|citation|keyword|project|link
222|Analysis of the catalytic mechanism of juvenile hormone esterase by site-directed mutagenesis|Ward, V. K.; Bonning, B. C.; Huang, T.; Shiotsuki, T.; Griffeth, V. N.; Hammock, B. D.|1992|Int. J. Biochem. (The International journal of biochemistry)||Ward, Bonning. (1992). Int. J. Biochem. 24:1933–1941|Amino Acid Sequence; Animals; Base Sequence; Carboxylic Ester Hydrolases/genetics/metabolism; Cloning, Molecular; DNA/genetics; Enzyme Stability; Esterases/genetics; Gene Expression; Humans; Hydrogen-Ion Concentration; Kinetics; Molecular Sequence Data; Mutagenesis, Site-Directed; Sequence Homology, Amino Acid|Insect Biology|http://ucanr.org/sites/hammocklab/files/130897.pdf
223|"Uptake of juvenile hormone esterase by pericardial cells of Manduca sexta
"|Ichinose, R.; Nakamura, A.; Yamoto, T.; Booth, T. F.; Maa, S.; Hammock, B. D.|1992|Insect Biochem. Mol. Biol. (Insect biochemistry and molecular biology)||Ichinose, Nakamura. (1992). Insect Biochem. Mol. Biol. 22:893–904||Insect Biology|http://ucanr.org/sites/hammocklab/files/130898.pdf
224|An affinity-amplified immunoassay for juvenile hormone esterase|Székács, A.; Gee, S. J.; Jung, F.; McCutchen, B. F.; Hammock, B. D.|1992|Anal. Biochem. (Analytical biochemistry)||Székács, Gee. (1992). Anal. Biochem. 207:291–297|Animals; Carboxylic Ester Hydrolases/analysis/antagonists & inhibitors; Chick Embryo; Conalbumin; Haptens; Hemocyanin; Immunoassay/methods; Indicators and Reagents; Insects/enzymology; Moths/enzymology; Radioimmunoassay/methods|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125855.pdf
224|An affinity-amplified immunoassay for juvenile hormone esterase|Székács, A.; Gee, S. J.; Jung, F.; McCutchen, B. F.; Hammock, B. D.|1992|Anal. Biochem. (Analytical biochemistry)||Székács, Gee. (1992). Anal. Biochem. 207:291–297|Animals; Carboxylic Ester Hydrolases/analysis/antagonists & inhibitors; Chick Embryo; Conalbumin; Haptens; Hemocyanin; Immunoassay/methods; Indicators and Reagents; Insects/enzymology; Moths/enzymology; Radioimmunoassay/methods|Immunoassay|http://ucanr.org/sites/hammocklab/files/125855.pdf
224|An affinity-amplified immunoassay for juvenile hormone esterase|Székács, A.; Gee, S. J.; Jung, F.; McCutchen, B. F.; Hammock, B. D.|1992|Anal. Biochem. (Analytical biochemistry)||Székács, Gee. (1992). Anal. Biochem. 207:291–297|Animals; Carboxylic Ester Hydrolases/analysis/antagonists & inhibitors; Chick Embryo; Conalbumin; Haptens; Hemocyanin; Immunoassay/methods; Indicators and Reagents; Insects/enzymology; Moths/enzymology; Radioimmunoassay/methods|Insect Biology|http://ucanr.org/sites/hammocklab/files/125855.pdf
225|The interaction of cytosolic epoxide hydrolase with chiral epoxides|Dietze, E. C.; Kuwano, E.; Hammock, B. D.|1993|Int. J. Biochem. (The International journal of biochemistry)||Dietze, Kuwano, Hammock. (1993). Int. J. Biochem. 25:43–52|Animals; Cytosol/enzymology; Epoxide Hydrolases/antagonists & inhibitors/metabolism; Epoxy Compounds/chemistry/metabolism; Kinetics; Liver/enzymology; Magnetic Resonance Spectroscopy; Mice; Molecular Conformation; Tritium|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125148.pdf
226|Determination of atrazine metabolites in human urine: development of a biomarker of exposure|Lucas, A. D.; Jones, A. D.; Goodrow, M. H.; Saiz, S. G.; Blewett, C.; Seiber, J. N.; Hammock, B. D.|1993|Chem. Res. Toxicol. (Chemical research in toxicology)||Lucas, Jones. (1993). Chem. Res. Toxicol. 6:107–116|Acetylcysteine/immunology/urine; Antibodies, Monoclonal/immunology; Atrazine/immunology/urine; Biological Markers; Chloroform; Chromatography, Affinity; Chromatography, High Pressure Liquid; Cross Reactions; Dealkylation; Enzyme-Linked Immunosorbent Assay; Gas Chromatography-Mass Spectrometry; Glutathione/immunology/urine; Humans; Magnetic Resonance Spectroscopy; Occupational Exposure; Spectrometry, Mass, Fast Atom Bombardment; Spectrophotometry, Infrared|Immunoassay|http://ucanr.org/sites/hammocklab/files/126311.pdf
227|Inhibition of human and murine cytosolic epoxide hydrolase by group-selective reagents|Dietze, E. C.; Stephens, J.; Magdalou, J.; Bender, D. M.; Moyer, M.; Fowler, B.; Hammock, B. D.|1993|Comp. Biochem. Physiol., B (Comparative biochemistry and physiology. B, Comparative biochemistry)||Dietze, Stephens. (1993). Comp. Biochem. Physiol., B 104:299–308|Amino Acid Sequence; Animals; Epoxide Hydrolases/antagonists & inhibitors/chemistry; Humans; Indicators and Reagents/pharmacology; Mice; Molecular Sequence Data; Peptide Mapping; Sequence Homology, Amino Acid; Species Specificity; Sulfhydryl Compounds/analysis|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125149.pdf
228|"Inhibition of epoxide hydrolase from human, monkey, bovine, rabbit and murine liver by trans-3-phenylglycidols
"|Dietze, E. C.; Casas, J.; Kuwano, E.; Hammock, B. D.|1993|Comp. Biochem. Physiol., B (Comparative biochemistry and physiology. B, Comparative biochemistry)||Dietze, Casas. (1993). Comp. Biochem. Physiol., B 104:309–314|Adult; Animals; Cattle; Cytosol/enzymology; Epoxide Hydrolases/antagonists & inhibitors; Epoxy Compounds/pharmacology; Female; Haplorhini; Humans; Liver/enzymology; Male; Mice; Microsomes, Liver/enzymology; Rabbits; Species Specificity|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125150.pdf
229|Development and potential of genetically engineered viral insecticides|Bonning, B. C.; Hammock, B. D.|1992|Biotechnol. Genet. Eng. Rev. (Biotechnology & genetic engineering reviews)||Bonning, Hammock. (1992). Biotechnol. Genet. Eng. Rev. 10:455–489|Animals; Baculoviridae/genetics; Genetic Engineering/methods; Insect Viruses/genetics; Insecticides; Insects/microbiology; Pest Control, Biological; Recombination, Genetic; Scorpion Venoms/genetics/toxicity|Insect Biology|http://ucanr.org/sites/hammocklab/files/130900.pdf
230|Ligand binding by a recombinant insect juvenile hormone binding protein|Touhara, K.; Lerro, K. A.; Bonning, B. C.; Hammock, B. D.; Prestwich, G. D.|1993|Biochemistry (Biochemistry)||Touhara, Lerro. (1993). Biochemistry 32:2068–2075|Amino Acid Sequence; Animals; Base Sequence; Blotting, Western; Carrier Proteins/genetics/isolation & purification/metabolism; Cell Line; Chromatography, DEAE-Cellulose; Chromatography, Gel; Circular Dichroism; DNA/genetics/isolation & purification; Electrophoresis, Polyacrylamide Gel; Freezing; Insect Proteins; Insects; Juvenile Hormones/metabolism; Kinetics; Larva; Ligands; Molecular Sequence Data; Molecular Weight; Moths; Protein Binding; Protein Conformation; Recombinant Proteins/isolation & purification/metabolism; Restriction Mapping; Transfection|Insect Biology|http://ucanr.org/sites/hammocklab/files/130902.pdf
231|Biochemical and histochemical properties of hepatic tumors of rainbow trout, Oncorhynchus mykiss|Parker, L. M.; Laurén, D. J.; Hammock, B. D.; Winder, B.; Hinton, D. E.|1993|Carcinogenesis (Carcinogenesis)||Parker, Laurén. (1993). Carcinogenesis 14:211–217|Aflatoxin B1; Aldehyde Dehydrogenase/metabolism; Animals; Cytochrome P-450 CYP1A1; Cytochrome P-450 Enzyme System/metabolism; Disease Models, Animal; Glucuronosyltransferase/metabolism; Glutathione Transferase/metabolism; Immunohistochemistry; Liver/cytology/enzymology; Liver Neoplasms/chemically induced/enzymology/pathology; NAD(P)H Dehydrogenase (Quinone)/metabolism; Oxidoreductases/metabolism; Trout/metabolism; Uridine Diphosphate Glucose Dehydrogenase/metabolism; gamma-Glutamyltransferase/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125151.pdf
232|Development of recombinant viral insecticides by expression of an insect-specific toxin and insect-specific enzyme in nuclear polyhedrosis viruses|Hammock, B. D.; McCutchen, B. F.; Beetham, J.; Choudary, P. V.; Fowler, E.; Ichinose, R.; Ward, V. K.; Vickers, J. M.; Bonning, B. C.; Harshman, L. G.|1993|Arch. Insect Biochem. Physiol. (Archives of insect biochemistry and physiology)||Hammock, McCutchen. (1993). Arch. Insect Biochem. Physiol. 22:315–344|Amino Acid Sequence; Animals; Baculoviridae/genetics; Carboxylic Ester Hydrolases/genetics; Gene Expression; Genetic Vectors; Insect Hormones/metabolism; Insecticides/isolation & purification; Molecular Sequence Data; Neurotoxins/genetics; Pest Control, Biological; Recombinant Proteins/genetics|Insect Biology|http://www.biopestlab.ucdavis.edu/files/130903.pdf
233|Development of an enzyme-linked immunosorbent assay for carbaryl|Marco, M.-P.; S.J. Gee; H.M. Cheng; Z.Y. Liang; B.D. Hammock|1993|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Marco, S.J. Gee. (1993). J. Agric. Food Chem. 41:423–430||Immunoassay|http://ucanr.org/sites/hammocklab/files/126312.pdf
234|Recombinant baculoviruses expressing foreign genes for insect pest control|Maeda, S.; B.D. Hammock|1993||Pest Control with Enhanced Environmental Safety|Maeda & B.D. Hammock. (1993). In: Pest Control with Enhanced Environmental Safety (American Chemical Society, Washington, DC): 281–297||Insect Biology|http://ucanr.org/sites/hammocklab/files/130904.pdf
235|Stereochemical aspects of cytosolic epoxide hydrolase hydration of methyl diepoxystearates|Borhan, B.; J. Nourooz-Zadeh; T. Uematsu; B.D. Hammock; M.J. Kurth|1993|Tetrahedron Lett. (Tetrahedron letters)||Borhan, J. Nourooz-Zadeh. (1993). Tetrahedron Lett. 49:2601–2612||Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125152.pdf
236|Effect of hepatotoxic doses of paracetamol and carbon tetrachloride on the serum and hepatic carboxylesterase activity in mice|Huang, T. L.; Villalobos, S. A.; Hammock, B. D.|1993|J. Pharm. Pharmacol. (The Journal of pharmacy and pharmacology)||Huang, Villalobos, Hammock. (1993). J. Pharm. Pharmacol. 45:458–465|Acetaminophen/toxicity; Animals; Aspartate Aminotransferases/blood/drug effects; Biological Markers/blood; Carbon Tetrachloride/toxicity; Carboxylic Ester Hydrolases/blood/drug effects/metabolism; Disease Models, Animal; Dose-Response Relationship, Drug; Drug-Induced Liver Injury; Electrophoresis; Liver/drug effects/enzymology; Liver Diseases/enzymology; Male; Membranes/drug effects/enzymology; Mice|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125856.pdf
237|Regio- and enantiofacial selectivity of epoxyeicosatrienoic acid hydration by cytosolic epoxide hydrolase|Zeldin, D. C.; Kobayashi, J.; Falck, J. R.; Winder, B. S.; Hammock, B. D.; Snapper, J. R.; Capdevila, J. H.|1993|J. Biol. Chem. (The Journal of biological chemistry)||Zeldin, Kobayashi. (1993). J. Biol. Chem. 268:6402–6407|8,11,14-Eicosatrienoic Acid/analogs & derivatives/metabolism; Animals; Chromatography, High Pressure Liquid; Cytosol/enzymology; Epoxide Hydrolases/metabolism; Ethylene Oxide/metabolism; Hydroxyeicosatetraenoic Acids/metabolism; Male; Molecular Structure; Rabbits; Water/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125153.pdf
238|"Hydrolysis of carbonates, thiocarbonates, carbamates, and carboxylic esters of α-naphthol, β-naphthol, and p-nitrophenol by human, rat, and mouse liver carboxylesterases
"|Huang, T. L.; Székács, A.; Uematsu, T.; Kuwano, E.; Parkinson, A.; Hammock, B. D.|1993|Pharm. Res. (Pharmaceutical research)||Huang, Székács. (1993). Pharm. Res. 10:639–648|Animals; Carbamates/metabolism; Carbonates/metabolism; Carboxylic Ester Hydrolases/metabolism; Chromatography, Thin Layer; Esters/metabolism; Humans; Hydrolysis; Magnetic Resonance Spectroscopy; Mice; Microsomes, Liver/enzymology; Naphthols/metabolism; Nitrophenols/metabolism; Rats; Substrate Specificity|Esterase and Amidase|http://ucanr.org/sites/hammocklab/files/125857.pdf
239|Enzyme-linked immunosorbent assay for the specific detection of the mercapturic acid metabolites of naphthalene|Marco, M. P.; Nasiri, M.; Kurth, M. J.; Hammock, B. D.|1993|Chem. Res. Toxicol. (Chemical research in toxicology)||Marco, Nasiri. (1993). Chem. Res. Toxicol. 6:284–293|Acetylcysteine/chemistry/immunology/metabolism; Animals; Binding, Competitive; Cross Reactions; Drug Stability; Enzyme-Linked Immunosorbent Assay/standards; Haptens/chemistry/metabolism; Immune Sera/chemistry; Naphthalenes/chemistry/immunology/metabolism|Immunoassay|http://ucanr.org/sites/hammocklab/files/126313.pdf
240|cDNA cloning and expression of a soluble epoxide hydrolase from human liver|Beetham, J. K.; Tian, T.; Hammock, B. D.|1993|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||Beetham, Tian, Hammock. (1993). Arch. Biochem. Biophys. 305:197–201|Adult; Amino Acid Sequence; Animals; Baculoviridae/genetics; Base Sequence; Cell Line; Cloning, Molecular; DNA/genetics; DNA Probes; Epoxide Hydrolases/chemistry/genetics; Female; Gene Expression; Humans; Liver/enzymology; Molecular Sequence Data; Moths; Polymerase Chain Reaction; RNA, Messenger/analysis; Recombinant Proteins/chemistry/metabolism|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125155.pdf
241|Molecular cloning and expression of murine liver soluble epoxide hydrolase|Grant, D. F.; Storms, D. H.; Hammock, B. D.|1993|J. Biol. Chem. (The Journal of biological chemistry)||Grant, Storms, Hammock. (1993). J. Biol. Chem. 268:17628–17633|Amino Acid Sequence; Animals; Base Sequence; Blotting, Northern; Cell Line; Cloning, Molecular; DNA/isolation & purification; Epoxide Hydrolases/biosynthesis/genetics; Liver/enzymology; Mice; Mice, Inbred C57BL; Molecular Sequence Data; Restriction Mapping; Solubility; Transfection|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125156.pdf
242|Properties of enzymes hydrating epoxides in human epidermis and liver|Winder, B. S.; Nourooz-Zadeh, J.; Isseroff, R. R.; Moghaddam, M. F.; Hammock, B. D.|1993|Int. J. Biochem. (The International journal of biochemistry)||Winder, Nourooz-Zadeh. (1993). Int. J. Biochem. 25:1291–1301|Cytosol/enzymology; Epidermis/enzymology/metabolism; Epoxide Hydrolases/metabolism; Fibroblasts/enzymology; Humans; Liver/enzymology; Microsomes/enzymology; Microsomes, Liver/enzymology; Molecular Weight|Epoxide Hydrolase|http://ucanr.org/sites/hammocklab/files/125157.pdf
243|Development of antibodies against hydroxyatrazine and hydroxysimazine: Application to environmental samples|Lucas, A. D.; H.K.M. Bekheit; M.H. Goodrow; A.D. Jones; S. Kullman; F. Matsumura; J.E. Woodrow; J.N. Seiber; B.D. Hammock|1993|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Lucas, H.K.M. Bekheit. (1993). J. Agric. Food Chem. 41:1523–1529||Immunoassay|http://ucanr.org/sites/hammocklab/files/126314.pdf
244|"Development of an enzyme-linked immunosorbent assay for the β-exotoxin of Bacillus thuringiensis
"|Bekheit, H.K.M.; A.D. Lucas; S.J. Gee; R.O. Harrison; B.D. Hammock|1993|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Bekheit, A.D. Lucas. (1993). J. Agric. Food Chem. 41:1530–1536||Immunoassay|http://ucanr.org/sites/hammocklab/files/126315.pdf
245|Lethal ratios: An optimized strategy for presentation of bioassay data generated from genetically engineered baculoviruses|Bonning, B. C.; B.D. Hammock|1993|J. Invertebr. Pathol. (Journal of invertebrate pathology)||Bonning, B.D. Hammock. (1993). J. Invertebr. Pathol. 62:196–197||Insect Biology|http://ucanr.org/sites/hammocklab/files/130905.pdf
246|Recombinant baculoviruses as biological insecticides|Hammock, B. D.|1993||Pest Management: Biologically Based Technologies|Hammock. (1993). In: Pest Management: Biologically Based Technologies (American Chemical Society, Washington, DC): 313–325||Insect Biology|http://ucanr.org/sites/hammocklab/files/130906.pdf
247|An enzyme immunoassay for the environmental monitoring of the herbicide bromacil|Bekheit, H.K.M.; A.D. Lucas; F. Szurdoki; S.J. Gee; B.D. Hammock|1993|J. Agric. Food Chem. (Journal of agricultural and food chemistry)||Bekheit, A.D. Lucas. (1993). J. Agric. Food Chem. 41:2220–2227||Immunoassay|http://ucanr.org/sites/hammocklab/files/126316.pdf
248|Insect control by use of recombinant baculoviruses expressing juvenile hormone esterase|Bonning, B. C.; B.D. Hammock|1994||Natural and Engineered Pest Management Agents|Bonning & B.D. Hammock. (1994). In: Natural and Engineered Pest Management Agents (American Chemical Society, Washington, DC): 368–383||Insect Biology|http://ucanr.org/sites/hammocklab/files/130907.pdf
249|Development of surrogate substrates for juvenile hormone esterase|McCutchen, B. F.; Uematsu, T.; Székács, A.; Huang, T. L.; Shiotsuki, T.; Lucas, A.; Hammock, B. D.|1993|Arch. Biochem. Biophys. (Archives of biochemistry and biophysics)||McCutchen, Uematsu. (1993). Arch. Biochem. Biophys. 307:231–241|Acetylcholinesterase/metabolism; Animals; Carboxylesterase; Carboxylic Ester Hydrolases/antagonists & inhibitors/metabolism; Cattle; Cell Line; Dithionitrobenzoic Acid/metabolism; Esters/metabolism; Fluorides/pharmacology; Hydrogen-Ion Concentration; Insect Hormones/metabolism; Ketones/pharmacology; Moths/cytology; Substrate Specificity; Sulfhydryl Compounds/metabolism|Insect Biology|http://ucanr.org/sites/hammocklab/files/130908.pdf
250|Recombinant baculovirus expressing an insect-selective neurotoxin: Characterization, strategies for improvement and risk assessment|McCutchen, B. F.; B.D. Hammock|1994||Natural and Engineered Pest Management Agents|McCutchen & B.D. Hammock. (1994). In: Natural and Engineered Pest Management Agents (American Chemical Society, Washington, DC): 348–367||Insect Biology|http://ucanr.org/sites/hammocklab/files/130910.pdf
